episode,reward,success,avg_damping_ratio,avg_oscillation_freq,freq_deviation,voltage_deviation,control_cost,weight_idx,critic_loss,actor_loss,buffer_size
44,5.359237328976622,1,0.12628943364524284,4.854206891566207,0.0002562941226642579,0.04592249542474747,0.846316389439898,4,0.46354922173278673,-0.35060485545545816,1036
45,-13.625823944121986,1,0.11935463549282954,4.810743750976544,0.0003058367583435029,0.04099616780877113,0.8510463785491955,4,0.45086073356547524,-0.367639960455043,1064
46,-23.49880408357264,1,0.1501477278377607,4.848318655283143,0.0027059444691985846,0.030544741079211235,0.9659413538700826,4,0.4595213392749429,-0.361728911953313,1092
47,41.18932539318083,1,0.1440476976775566,4.876309498122871,0.0002921298146247864,0.0455702543258667,0.8575670685240301,4,0.46709291730076075,-0.3714126470897879,1120
48,-10.0,0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,1120
49,7.786612813377542,1,0.12967979644587338,4.830612142555935,0.0002268478274345398,0.04511120542883873,0.8487598345501125,4,0.46674975992313456,-0.40395623312464785,1148
50,-7.960880214318772,1,0.12494659359903228,4.850646874944423,0.00019134741160087287,0.04696017876267433,0.8480896195399644,4,0.4633297539715256,-0.4079211548502956,1176
51,13.825289666682394,1,0.1283294564198875,4.820443447179888,0.0004893812583759427,0.04602009803056717,0.8006482456784744,5,0.462335981029485,-0.4397551797862564,1204
52,-20.01542618369385,1,0.14463437969145437,4.835672382042836,0.0005891514592804015,0.04254082590341568,0.9071481583575608,5,0.48263831223760334,-0.45107294539255754,1232
53,0.7593148661580482,1,0.13145308975320139,4.858189126197403,0.0005418360233306885,0.04564940556883812,0.9007065518308446,5,0.48059055608298096,-0.4445413114236934,1260
54,-10.0,0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,1260
55,-13.17526766973107,1,0.12452332985593048,4.811858621392099,0.00047697234549559653,0.04596851021051407,0.9200061259117696,5,0.4947231304166572,-0.43306535721889566,1288
56,15.551573274664786,1,0.13226879786052378,4.861228117165674,0.0005399345536716282,0.045671213418245316,0.9312272969755062,5,0.4802174868860415,-0.45444958976336886,1316
57,20.194399167936496,1,0.14351111422393145,4.874804309456003,0.0005138862179592252,0.04605501890182495,0.9193370778359151,5,0.4855149369686842,-0.44572424249989645,1344
58,-5.197701489374543,1,0.1396756684997562,4.869907463475083,0.0005458071827888489,0.04554492235183716,0.9019490811925913,5,0.5111069756426981,-0.4585935204688992,1372
59,11.391860581918575,1,0.1505965239707628,4.878940396517327,0.00045824903645552695,0.044438302516937256,0.9020590731772961,5,0.5105968337239963,-0.48042499646544456,1400
60,-6.5823268280639615,1,0.1467537534512703,4.8744449715963905,0.0005199797451496124,0.04550633952021599,0.8963234114899202,5,0.5161240759438702,-0.4717089134667601,1428
61,10.394299616304584,1,0.14932101139814957,4.881014619415495,0.0005684830248355865,0.04552823677659035,0.8996770271021438,6,0.5205275478905865,-0.47075184860399794,1456
62,-4.993268132435901,1,0.13873179585370501,4.869150366967854,0.0004637273377738893,0.04427765682339668,0.8798133390297039,6,0.5196338462244187,-0.5017141960561275,1484
63,23.30521470332111,1,0.14010004703369827,4.870729991161025,0.0002599401050247252,0.04226233437657356,0.8971511973936775,6,0.533897479863039,-0.5310289215828691,1512
64,0.2779059380952922,1,0.13691180194291452,4.86565955827796,0.000246228912146762,0.04250101000070572,0.9076519498419511,6,0.5482171788545591,-0.5401970360960279,1540
65,-10.0,0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,1540
66,6.825917754594857,1,0.14945206418748613,4.881761481175962,0.00023637233243789524,0.042630571871995926,0.9127701669404668,6,0.5519243466800877,-0.5481719837657043,1568
67,-10.0,0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,1568
68,-19.12888356914104,1,0.13890051938104397,4.871722956815999,0.000218953937292099,0.0413748100399971,0.8865677031224687,6,0.5556862056255341,-0.5845171080103942,1596
69,2.4559659032276215,1,0.15413889145181625,4.884559155058687,0.00040213976171799004,0.04185677319765091,0.8881767190927551,6,0.574484853739185,-0.6384828686714172,1624
70,0.06542307412887771,1,0.15600762058131773,4.886829834437776,0.0005036746733821929,0.04166758060455322,0.8864849007125618,6,0.5725900129015956,-0.6283680322979178,1652
71,30.004268760184317,1,0.16283972494807553,4.897408695877401,0.0003512736002448946,0.03967127203941345,0.8607915139904083,7,0.5787841697622623,-0.6414671582835061,1680
72,-38.14592551203347,1,0.14360106271387818,4.845359893174725,0.00016077129112090915,0.03974791243672371,0.8804243626450122,7,0.586829607108874,-0.6450958267918655,1708
73,-55.46796264557465,1,0.13873750910952637,4.83840262262021,0.00013764841423835605,0.03992731496691704,0.8874520278702818,7,0.597457870308842,-0.6659413389861584,1736
74,10.221801510048415,1,0.1267502242320818,4.790412514292397,5.490758485393599e-05,0.03959215432405472,0.8959392082841372,7,0.6003781514508384,-0.6476533019116947,1764
75,-26.71852510192625,1,0.12030017094570909,4.836197114176555,8.756933675613254e-05,0.039981912821531296,0.8760067945075478,7,0.6175255009106227,-0.6592453356300082,1792
76,-9.322187767293501,1,0.13577014598551498,4.828648289507874,0.00018300116062164307,0.03827551379799843,0.8521799044924677,7,0.651152228936553,-0.6400217504373619,1820
77,-10.0,0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,1820
78,-42.88108588811137,1,0.13063847078117585,4.857401999986954,0.0002722404897212982,0.04368980601429939,0.7980461410666283,7,0.6695865874311754,-0.6988657122211797,1848
79,-10.0,0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,1848
80,-10.0,0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,1848
81,1.2629762559128908,1,0.14262753614124396,4.845681659316802,0.0001689019991317764,0.04541898891329765,0.8938457150351045,8,0.6620673175368991,-0.709909009614161,1876
82,-3.081326326665621,1,0.1530506535691915,4.883700351273425,0.00022210607130546123,0.045223940163850784,0.9300638734756436,8,0.7052625635904926,-0.696269120488848,1904
83,9.31174109298605,1,0.13763317987029206,4.840736499666987,9.902832971420139e-05,0.042929716408252716,0.891374485256382,8,0.6816072408109903,-0.6904276332684925,1932
84,-14.49698105417519,1,0.13997553697520226,4.814492096848127,0.00011518970131874084,0.04553898796439171,0.9023984888755257,8,0.6890674832143954,-0.6897369958460331,1960
85,8.78527690491233,1,0.128938997387623,4.738734179585511,9.02542014955543e-05,0.04370451718568802,0.9040224432399745,8,0.6830723099410534,-0.7116154842078686,1988
86,-7.48779289740804,1,0.12699553148757564,4.812541721962462,0.00010894025763263926,0.04385090246796608,0.8984438673146012,8,0.6965903881937265,-0.7254443636962346,2016
87,3.8896785575736175,1,0.1409190293097987,4.87003454372769,0.00015939453442115337,0.04450815171003342,0.8913497171157909,8,0.7307203422699656,-0.7125514213527951,2044
88,-0.1741920639642185,1,0.14577593530762595,4.8463967458619495,0.00014282178017310798,0.045417480170726776,0.9038921044498329,8,0.7485308298575026,-0.7075572583292212,2072
89,-19.814254558405192,1,0.13591282491804418,4.834439206572896,0.00014962149725761265,0.0451442189514637,0.901705462911248,8,0.7209058518388441,-0.7285468706062862,2100
90,-4.62129032086861,1,0.1489010204816421,4.850714158279181,0.00024589415988884866,0.04496045038104057,0.9436937175596487,8,0.7382867344255958,-0.7127629502543381,2128
91,0.9624622795635888,1,0.12514681883294146,4.771000440617693,0.0002663614577613771,0.04518495127558708,0.8427476316039578,9,0.7661191552345242,-0.8066042438149452,2156
92,-15.692468469515232,1,0.1378052073559072,4.8647031584213005,0.0005455086356960237,0.04566842317581177,0.9638508777314054,9,0.7762333931667464,-0.8928314234529223,2184
93,-1.6587069578790925,1,0.15496061456206114,4.8858713648057135,0.0006220511277206242,0.0457284040749073,0.9693764924738256,9,0.7442641769136701,-0.8871273738997323,2212
94,-4.156251457436488,1,0.15586592213459222,4.888133261188222,0.0006568272365257144,0.04625607281923294,0.9723868690018127,9,0.7678402617041554,-0.9091736940400941,2240
95,20.86339829429237,1,0.15414193683651226,4.809354274199336,0.000642971252091229,0.042820755392313004,0.9741111548350155,9,0.7633108672286782,-0.9665798236216817,2268
96,-11.847620195459534,1,0.15417951584199777,4.885076112703575,0.0006170421838760376,0.04597866162657738,0.9778705684062766,9,0.7869028848196779,-0.9945323924933162,2296
97,53.08855976659612,1,0.1695450360873551,4.869607334199188,0.0003121069457847625,0.039047885686159134,0.9022106181254481,9,0.769549898537142,-1.0511439027530807,2324
98,-52.68352191683129,1,0.14617243921268022,4.8760997324714115,0.0005809058202430606,0.04587520286440849,0.9591609891738898,9,0.778854767924973,-1.084754799093519,2352
99,4.075575615622709,1,0.16642524025862687,4.901118053589976,0.0004583767440635711,0.04926772788167,0.9052381419677161,9,0.7632325057472501,-1.1499623730778694,2380
