episode,reward,success,avg_damping_ratio,avg_oscillation_freq,freq_deviation,voltage_deviation,actor_loss,critic_loss,action_magnitude
66,-17.67005724348799,1,0.11482176062073797,4.799362492894003,0.00036553930840454996,0.04499400034546852,0.7128168247640133,0.1055260218679905,0.47255679965019226
67,-80.0,0,0.4454828233260143,3.3612691574365243,3.987550735473633e-05,0.04207240790128708,0.0,0.0,0.4969096779823303
68,-20.7517286158452,1,0.11332672315832037,4.803927670743467,0.00048768307897262275,0.043810904026031494,0.836039274930954,0.10116738229990005,0.4777117073535919
69,-17.470250747910168,1,0.11527163660654963,4.832973145433333,0.0003786321321967989,0.04489416256546974,0.7658967852592469,0.0457104716449976,0.4743863046169281
70,-17.81931691395551,1,0.11290665730748871,4.742500023455823,0.0003627075639087707,0.04509914666414261,0.8015919111669063,0.02916438356041908,0.47656869888305664
71,-19.857672630430734,1,0.1152670221529415,4.829892128731402,0.0004669816407840699,0.04476344585418701,0.5662179224193096,0.05486632287502289,0.4760143458843231
72,-19.021690690426077,1,0.11494828303678954,4.830311244681667,0.00041593186324462295,0.04535358026623726,0.5785539513453841,0.0188675869256258,0.4679620563983917
73,-22.30982315135021,1,0.11603220528300782,4.778276118362699,0.0005518602556549013,0.04567011818289757,0.8114927686750889,0.06744437143206597,0.4673037528991699
74,-16.37596266738459,1,0.1146926609210041,4.761051350224025,0.00032387301325798035,0.04468364268541336,0.3135365229099989,0.019710053130984305,0.4732208549976349
75,-20.68954612985309,1,0.11828903449161385,4.839612178240693,0.0004898118204437196,0.04503772780299187,0.5472497064620256,0.04690772667527199,0.46968507766723633
76,-19.73405165869519,1,0.11056275705829047,4.727112402891726,0.0004613559285644442,0.04339062422513962,0.5723916620016098,0.006298698391765356,0.46152397990226746
77,-80.0,0,0.44548225272604386,3.36126937622064,8.01384449005127e-05,0.034878384321928024,0.0,0.0,0.44559115171432495
78,-14.723276007079075,1,0.1186252138491259,4.806036240414313,0.00029350179829634726,0.044422514736652374,0.0617695651948452,0.10971904024481774,0.45526430010795593
79,-80.0,0,0.44548266077707355,3.3612692197624527,5.476176738739014e-05,0.044695448130369186,0.0,0.0,0.4665982127189636
80,-80.0,0,0.44548221456385984,3.361269390853038,8.784234523773193e-05,0.03488264977931976,0.0,0.0,0.4579285979270935
81,-18.09722708313668,1,0.1139402073033605,4.807293827190387,0.00038010202115401626,0.04542919620871544,0.33025386929512024,0.033778733946383,0.47076430916786194
82,-19.139823639962803,1,0.11509796546779515,4.780060445932457,0.0004359111189842224,0.044926468282938004,0.5999357779510319,0.015005366690456868,0.45377421379089355
83,-20.2103900428152,1,0.11431662788219137,4.773774239183562,0.00045362699893303216,0.04278215765953064,0.4993870769627392,0.005655907373875379,0.46689313650131226
84,-17.325880228827227,1,0.11575663911196289,4.745850733989067,0.0003631418221630156,0.04488987848162651,0.35607876516878606,0.07104995884001256,0.46166473627090454
85,-19.458454093618087,1,0.11579046816881665,4.803131610142663,0.0004494413733482361,0.0431269034743309,0.6272749833762645,0.06708976700901985,0.45572715997695923
86,-18.21889365370509,1,0.11442224559208976,4.8311248980582056,0.00039858956006355584,0.04333106055855751,0.4932846752926707,0.03925216067582369,0.4572206139564514
87,-18.388735513616727,1,0.11341385691588901,4.828098459183311,0.0004177700320724398,0.043656349182128906,0.553614217042923,0.07475916817784309,0.4572058320045471
88,-17.593825579552455,1,0.11753632104337541,4.802075508486695,0.00037591956788673997,0.04514080658555031,0.5025814598426223,0.04157719686627388,0.45770972967147827
89,-18.457022024975537,1,0.11493977879130979,4.765368341676884,0.000418763083871454,0.04446942359209061,0.5359794043004513,0.12537753880023955,0.4557800590991974
90,-18.753020248323914,1,0.11429642609118436,4.830469061161208,0.0004228954785503447,0.04406968131661415,0.6050615400075913,0.03487624041736126,0.4672950208187103
91,-17.717596571041803,1,0.11307139078607246,4.827339263607679,0.0003748695889953524,0.04481944441795349,0.4578099985606968,0.010794717632234097,0.4683632254600525
92,-80.0,0,0.06176091886483914,3.8315323062120297,0.0002568662166595459,0.18207062780857086,0.0,0.0,0.43545305728912354
93,-20.208385572234008,1,0.11400602580889238,4.798265238347488,0.0004546397540252656,0.045670412480831146,0.6801972657442092,0.035412023216485976,0.4728051722049713
94,-15.55600061517783,1,0.11673853185437404,4.83338566388139,0.00030181664624251425,0.04497264698147774,0.30596182830631735,0.07155060768127441,0.4630421996116638
95,-21.289605623771113,1,0.11393333357059234,4.76129282041102,0.0005135530955158174,0.041395436972379684,0.7716661512851715,0.11918227523565292,0.47155261039733887
96,-18.54758334332189,1,0.11208911285114594,4.828464664033881,0.00040705662104301155,0.04345928877592087,0.37481740601360797,0.019866767339408398,0.4706900417804718
97,-36.4999342407569,1,0.12460087854970207,4.842400116158002,0.0011823693057522178,0.03595273941755295,2.1062955021858216,3.073822832107544,0.48041075468063354
98,-23.182527485894038,1,0.11628098751858836,4.838353277157069,0.0005895867943763733,0.04415830969810486,0.6428926199674606,0.28094872683286665,0.4788205623626709
99,-16.864205974452357,1,0.11031188822262249,4.773290774953828,0.0003222812374588102,0.04506217688322067,0.16514796689152716,0.06785332635045052,0.48076629638671875
