episode,reward,success,avg_damping_ratio,avg_oscillation_freq,freq_deviation,voltage_deviation,control_cost,weight_idx,critic_loss,actor_loss,buffer_size
44,2.6077461622860536,1,0.1303058076170405,4.801981048742775,0.00010505159298190847,0.043418027460575104,0.885165750423553,4,0.7819727810897997,-0.7164200821093151,1009
45,-60.64052374088215,1,0.11483230286348245,4.712994241857421,0.00023676667478866875,0.03990880027413368,0.9421092489933758,4,0.818906509716596,-0.7526009721415383,1037
46,-10.0,0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,1040
47,40.54785746599755,1,0.12963543033595581,4.829590348794633,0.00018179362814407796,0.04411214217543602,0.9110036844444008,4,0.8007501142897776,-0.7631819200302873,1068
48,-10.0,0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,1068
49,-11.661714865867268,1,0.122934739508567,4.7132118026201555,0.00018615381850395352,0.04595426470041275,0.9284580198268726,4,0.826927255040833,-0.7899534452174392,1096
50,-6.0485369792194685,1,0.13100987896844965,4.806893864442424,0.00031102183857001364,0.047169893980026245,0.9552384314577875,4,0.8455199625875268,-0.807593011962516,1124
51,40.19389649576296,1,0.1303541685943963,4.7920254808062905,0.00028550412389449775,0.04705293849110603,0.9501791496138997,5,0.8674219226730722,-0.8186919646603721,1152
52,9.491535472402779,1,0.12700271388069226,4.683133972115205,0.0003498755395412445,0.04398241266608238,0.8918665187649083,5,0.8244072502212865,-0.8337897339037487,1180
53,-32.977093078485126,1,0.12024648901400563,4.785925676318523,0.0002909584727603942,0.04678412154316902,0.9754951323371106,5,0.8369041646697691,-0.8872919699975422,1208
54,-10.0,0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,1208
55,20.270174993550828,1,0.13409804139082748,4.837958088122899,0.0003656218177638948,0.047040365636348724,0.9792758839854214,5,0.8486519812473229,-0.8735759236982891,1236
56,-18.301287364420165,1,0.12692492386865378,4.813583953396799,0.0003082134935539216,0.04679614678025246,0.9778909583909027,5,0.8592610095760652,-0.9031003170779773,1264
57,19.62692643892522,1,0.1336061415562217,4.864632260932721,0.0003461215237621218,0.04703247919678688,0.9535625494413411,5,0.8668979840087039,-0.9167380737406867,1292
58,4.826718092570287,1,0.12709426843810914,4.806292114928995,0.00023734143178444356,0.04653424024581909,0.924368626919308,5,0.8763649636613471,-0.9201122980032649,1320
59,6.605831178322573,1,0.1352887030655565,4.8327358131149944,0.00020600004063453525,0.04472679644823074,0.9316486472682277,5,0.8463656213134527,-0.9680948757699558,1348
60,-10.088216775250562,1,0.12922841530001514,4.800711154622927,0.000248979777097702,0.045502372086048126,0.9072948343955893,5,0.8561189871813569,-1.0031980254820414,1376
61,5.772721525966925,1,0.14323512554387058,4.875336234389652,0.00027055665850639343,0.045570578426122665,0.9023039175459431,6,0.8900978280497449,-1.0093601090567452,1404
62,-21.57369140983647,1,0.1386377128154364,4.8700129249426976,0.00025637075304985046,0.04552708938717842,0.8957112427088771,6,0.9031753896602562,-1.025745407811233,1432
63,-16.98295588592623,1,0.13430329527540583,4.864842734385694,0.0003036712878383696,0.0454254150390625,0.8988540383485967,6,0.9077792460364955,-1.045544516827379,1460
64,5.418235847882578,1,0.14425087789275168,4.846838500969312,0.00029836062458343804,0.04615422338247299,0.9010421962097311,6,0.9173919297754765,-1.0712664765971047,1488
65,-10.0,0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,1488
66,-12.644060817074156,1,0.14283127221807326,4.849264500933147,0.0002928285684902221,0.04627170413732529,0.8504561842763698,6,0.9573321738945586,-1.0713779841150557,1516
67,-10.0,0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,1516
68,-27.825954275987964,1,0.14936039309108176,4.853614327094738,0.0003882173041347414,0.044764209538698196,0.8821801377212793,6,0.9384142860238042,-1.1507537641695567,1544
69,-19.6418932981835,1,0.14886277869751666,4.8777384002623005,0.00036073740920983255,0.045378345996141434,0.8881322236640443,6,0.9140157755464315,-1.195146034870829,1572
70,-27.38192908613023,1,0.14574754666484566,4.877642177661762,0.0004993751645088196,0.046010375022888184,0.8237200141671798,6,0.9706345293670893,-1.2258284741214343,1600
71,-16.016998829763292,1,0.1423431675613153,4.869767732329298,0.00020152756769675761,0.04664105921983719,0.8494239923565964,7,0.9663277598364013,-1.2693280726671219,1628
72,-24.104501728686913,1,0.1432222860388996,4.8205014041462535,0.00021952496899757534,0.046867888420820236,0.9068102734335046,7,0.9701975687806096,-1.3182818996054786,1656
73,28.469439047211804,1,0.1278626015812603,4.854030354800171,0.00010437412129249424,0.04627629742026329,0.8595010131024431,7,0.957504618380751,-1.3258100833211626,1684
74,-4.707799402295782,1,0.13897323042466075,4.869569432636335,0.00019026387599296868,0.046174462884664536,0.858950087055469,7,0.9784218743443489,-1.3385580841984068,1712
75,-7.499042082483877,1,0.14748771103778174,4.825500394795534,0.0002712330606300384,0.04778539016842842,0.9291853610275858,7,0.9664408599159547,-1.3646582003150667,1740
76,12.521684860669923,1,0.15397608704720986,4.861042740876187,0.0002478217356838286,0.04582710191607475,0.9243869360517962,7,0.9820857093270335,-1.4027820037943977,1768
77,-10.0,0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,1768
78,-21.776973732860906,1,0.14857676584019952,4.854703485003421,0.0003019156283698976,0.04699983820319176,0.8256995601691459,7,0.9921224135905504,-1.4363183017287935,1796
79,-10.0,0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,1796
80,-10.0,0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,1796
81,4.210138343336545,1,0.14573738310085416,4.8786404066766025,0.0004039305786136538,0.045859597623348236,0.856425344707402,8,1.0111190854970897,-1.469670174377305,1824
82,-6.267899584085049,1,0.1600212418768964,4.89541926801995,0.0003967471420764923,0.04457268491387367,0.8863411421507014,8,1.0194098153816802,-1.495777862412589,1852
83,-4.510594882247043,1,0.14493367924341646,4.882424861148926,0.00041227895417250693,0.04172033816576004,0.8853844279969628,8,1.0020567237266473,-1.4843440417732512,1880
84,-1.4849810827682328,1,0.14807655571530834,4.88173698636843,0.0004759994917549193,0.04443863034248352,0.8616728515752226,8,1.010919680552823,-1.5075591270412718,1908
85,4.244256326231707,1,0.15376992661400407,4.886553785845302,0.0005513674695976079,0.04310854896903038,0.8500446229530422,8,1.0116950991962637,-1.5032104892390115,1936
86,-6.482833136331476,1,0.14832627747126528,4.8781496479152775,0.00046175983152352273,0.04220150038599968,0.8796131386878326,8,0.9951435881001609,-1.508500418492726,1964
87,-20.09546403494125,1,0.12825409263196677,4.82365460711109,0.00017329944239463657,0.045586295425891876,0.8710126586475285,8,1.006698889657855,-1.505001806787082,1992
88,2.0823487012588133,1,0.13714688486484047,4.810892205723014,0.00017219249275512993,0.046140044927597046,0.9409177648194538,8,1.0263694527425937,-1.5500419523034776,2020
89,0.8618075853664959,1,0.1267645734185204,4.798855961098464,0.00012100381718482822,0.04595271870493889,0.9309103957752908,8,1.01156647503376,-1.5628091139452798,2048
90,10.141721404298643,1,0.12166783310091288,4.80853765387521,9.961213072529063e-05,0.04575478658080101,0.8925177813488719,8,1.0422285169895207,-1.564947811620576,2076
91,30.858807382181034,1,0.15036438971098515,4.880911624483035,0.00010880827903747559,0.04628613591194153,0.880435981522934,9,1.0435929676251752,-1.5799209901264735,2104
92,-10.0,0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,2104
93,5.340667550377052,1,0.11798471462932351,4.805559447662844,4.935317701892927e-05,0.04617917165160179,0.8665226548742202,9,1.0441138677831208,-1.5752455868891306,2132
94,-30.09581224431613,1,0.11756082627573938,4.8080266417670146,0.0002545623865444213,0.046434368938207626,0.9038044261557033,9,1.0058587020529168,-1.6056563811642783,2160
95,18.009607312923407,1,0.1403306761356702,4.834236164447617,0.0003127466479782015,0.04364681988954544,0.9406001867705741,9,1.0679881679160255,-1.6118009409734182,2188
96,22.14588455524357,1,0.13181119448663786,4.773745094638514,0.00014388667477760464,0.044830553233623505,0.9027058850009938,9,1.0538696537592582,-1.6574407539197378,2216
97,7.7782138941385615,1,0.17746896519641983,4.915770655641231,0.0008063194109126925,0.0378279946744442,0.9319173581354772,9,1.0453558710536786,-1.6971296561615807,2244
98,2.3418386012522427,1,0.131150365519687,4.826902463814307,7.067833939800039e-05,0.045470304787158966,0.8847967573277495,9,1.028938593076808,-1.7005026383059365,2272
99,-19.488536038106353,1,0.12232785075989595,4.785994084385028,3.6662710044765845e-05,0.046151578426361084,0.8887239637746329,9,1.0560063541467701,-1.706543232713427,2300
