episode,reward,success,avg_damping_ratio,avg_oscillation_freq,freq_deviation,voltage_deviation,actor_loss,critic_loss,alpha_loss,alpha_value,action_magnitude
44,-23.67391015393011,1,0.12139035051689133,4.785025892623731,0.0005296112,0.048795547,-40.326396635600496,33.10467557648995,-12.128036831106458,0.3042312264442444,0.4964874
45,-24.99625599243377,1,0.1132913513581889,4.739825579143591,0.0005773636,0.04447127,-40.91922790663583,24.56760154105723,-12.469154383455004,0.2942875623703003,0.49686337
46,-70.02832816193478,1,0.1277513568691756,4.786566152936146,0.0024502191,0.027175535,-41.321673716817585,31.995152129126446,-12.80041870049068,0.28467750549316406,0.4945291
47,-21.253482974064994,1,0.11986253798968927,4.808949658179344,0.00043739486,0.04833554,-41.72512136186872,18.469488265059358,-13.147189165864672,0.27537670731544495,0.49573666
48,-80.0,0,0.044303111128139214,3.663878372240564,0.00094902515,0.24762963,-42.263051986694336,49.509061336517334,-13.337764263153076,0.27504977583885193,0.5
49,-25.961589322815357,1,0.11796704363060326,4.768456744288863,0.0006116288,0.04834316,-41.630058952740264,24.227674593084625,-13.498773293835777,0.26606622338294983,0.49702153
50,-25.820306625923408,1,0.12266558334078799,4.76587847582386,0.00061171554,0.04953401,-41.8856920003891,35.966447095918866,-13.816187492438726,0.2573870122432709,0.49702722
51,-24.36603958309989,1,0.12239403512335802,4.842195939744337,0.00055844017,0.049047798,-42.24927731922695,25.12732342830194,-14.198376170226506,0.24897100031375885,0.4939796
52,-23.783733483067294,1,0.11608819549782422,4.579059812575183,0.0005353455,0.045827184,-42.36681490285056,35.588570122474,-14.549633826528277,0.24082571268081665,0.49238
53,-21.10922879633318,1,0.11780697603932085,4.777636046906523,0.00042468202,0.04874838,-42.87176098142351,29.43699156652604,-14.889327355793544,0.23294766247272491,0.49728727
54,-80.0,0,0.4454819638227885,3.3612694869939377,0.00013266504,0.02565994,-43.19453048706055,4.591075986623764,-15.101743698120117,0.23267269134521484,0.4401309
55,-22.464579285443058,1,0.1229738116266097,4.755778304054367,0.00048261188,0.048998687,-43.29337021282741,23.287460993576264,-15.237992542130607,0.22507038712501526,0.49836773
56,-21.23806327240238,1,0.11800220922130068,4.811867373500244,0.00043282073,0.04826987,-43.32732571874346,22.261196096028602,-15.590083854539055,0.21771025657653809,0.49591318
57,-22.92715211835157,1,0.12641106917690464,4.809021340159556,0.0005045629,0.04890868,-43.66998226302011,18.71551491666053,-15.923072610582624,0.2105986475944519,0.4992393
58,-19.995876315539512,1,0.12348553246025284,4.659136288132452,0.00039178293,0.04849466,-43.634396484919954,19.13947942174439,-16.253140372889384,0.2037188559770584,0.49672672
59,-24.922065929244333,1,0.11543263230815959,4.691036997943799,0.00057717145,0.047688484,-43.57721701690129,42.659191734955776,-16.567536064556666,0.19707652926445007,0.49450758
60,-16.32060138209509,1,0.1245286373663242,4.759491494628439,0.00025399987,0.048690595,-43.79678283418928,39.02594498039356,-16.964655688830785,0.19063134491443634,0.49341202
61,-15.77833871110406,1,0.12083917829891286,4.653534780148784,0.00022617728,0.048940126,-43.93292825562613,28.65064669320626,-17.32348601307188,0.1843942254781723,0.49691322
62,-15.56814252062875,1,0.11787733462232756,4.747986432631728,0.00021413129,0.049053185,-43.92832892281668,32.998897613957524,-17.659587340695516,0.17835918068885803,0.49796316
63,-14.276293828945526,1,0.11970865163308245,4.690760963954605,0.00016878864,0.048899185,-44.53104569230761,19.442221465919697,-18.00559995004109,0.17252632975578308,0.49720463
64,-16.75321917816334,1,0.12178117345861639,4.699946763242685,0.00026653815,0.049209584,-44.649120228631155,25.690757708890096,-18.35604750258582,0.16688166558742523,0.49365133
65,-24.793733122876482,1,0.11649362526805142,4.8356204805573855,0.0005640403,0.048715364,-44.45576746123178,19.070289218266094,-18.711606187479838,0.1614190638065338,0.49377093
66,-20.228147594139333,1,0.1158283182958573,4.694021521935442,0.00038650792,0.04940334,-44.644021596227375,26.306332363214874,-18.99588003328868,0.1561504304409027,0.49764353
67,-80.0,0,0.4454826765213025,3.3612692137254294,4.7504902e-05,0.042080104,-44.867066383361816,59.783084869384766,-18.997857093811035,0.15596580505371094,0.49999934
68,-24.52075032410146,1,0.12287971281569929,4.660778350146036,0.0005663346,0.048164874,-44.393478700092864,28.10770840557026,-19.379198840686254,0.1508714258670807,0.49284056
69,-25.30059678913936,1,0.12019470485026185,4.8397609446408945,0.00058714196,0.049018446,-44.692995514188496,28.623235401032225,-19.676406604903086,0.14594809710979462,0.4993908
70,-23.82980657129975,1,0.12190938936176798,4.811493048686193,0.00053336576,0.049021304,-44.54838582447597,40.280520199531956,-20.03296387195587,0.14118529856204987,0.4987026
71,-24.236936006814826,1,0.12299909189160706,4.682187569636129,0.000551989,0.049076457,-44.46732183865139,33.93247850359018,-20.401448845863342,0.13657157123088837,0.49578902
72,-21.29880907250997,1,0.11987366153412626,4.838028338050362,0.00043570303,0.049400408,-44.942242690495085,27.71828032418021,-20.68783119746617,0.13211864233016968,0.49622583
73,-19.731533809147447,1,0.11692045189142083,4.6381671172550805,0.00036976114,0.049477167,-44.950315952301025,25.76983370033226,-21.083173394203186,0.12780196964740753,0.49915463
74,-13.614862157730112,1,0.11981257924301758,4.833141539769643,0.00014381271,0.049340207,-44.7525019305093,26.046738386420266,-21.45095295565469,0.12362134456634521,0.49294758
75,-14.633257073364064,1,0.13281525237816597,4.750674891687278,0.00019301262,0.049832664,-44.80357946668352,26.672576226959272,-21.752296890531266,0.11958370357751846,0.49988714
76,-14.783333118666935,1,0.15387494980950753,4.722299845212752,0.00023449904,0.048400648,-45.03271927152361,13.45163463155872,-22.148060032299586,0.11567262560129166,0.5
77,-80.0,0,0.4454822342339144,3.3612693833109963,8.429587e-05,0.034889136,-45.01630115509033,3.102544292807579,-22.431917667388916,0.11553479731082916,0.5
78,-13.028557095619668,1,0.16965687751634362,4.82628379419708,0.00017982934,0.04980283,-44.88746666908264,29.59987013760422,-22.482341238430568,0.11175542324781418,0.4996419
79,-80.0,0,0.4454827462316908,3.361269186996684,5.2049756e-05,0.044700455,-42.89153718948364,6.921672463417053,-22.504942417144775,0.1116233542561531,0.5
80,-80.0,0,0.44548223352044314,3.3612693835845615,8.504093e-05,0.0348886,-43.156131744384766,6.320387952029705,-22.61273956298828,0.11149118095636368,0.47229874
81,-14.70188995469034,1,0.17062276902174248,4.846001816899668,0.00024553336,0.049792897,-44.555124044418335,40.791908386429505,-22.859568238258362,0.10784658789634705,0.49999925
82,-12.17002297990244,1,0.15910779306652056,4.835984087435505,0.00013362616,0.049477935,-44.483730401311604,35.3980975916077,-23.165343812533788,0.10432518273591995,0.49999118
83,-14.945676963167013,1,0.15005150095108277,4.811040119265464,0.00023231709,0.04689613,-44.720416222299846,29.189060264133982,-23.516254663467407,0.10091827809810638,0.49999967
84,-13.56340376772355,1,0.1525127466829987,4.797229348149509,0.00017892942,0.0497069,-44.43567795412881,26.96627314827804,-23.879467947142466,0.09761824458837509,0.49913344
85,-15.226301978566031,1,0.14635860066446923,4.748491453321358,0.00024134932,0.047983907,-44.546208824430195,30.05304654162111,-24.18610339505332,0.0944313332438469,0.49791092
86,-16.85208241337476,1,0.12524899504283846,4.7111646223395685,0.00028197255,0.047954563,-44.647148319653105,32.38560415312116,-24.570407697132655,0.09134454280138016,0.49976808
87,-18.979202182422274,1,0.11958981752800321,4.72517443896156,0.0003433483,0.048992317,-44.30676668030875,29.662449959399446,-24.907918095588684,0.08835865557193756,0.4992886
88,-17.41573181380044,1,0.11942143490457728,4.782251331542596,0.0002885924,0.049133066,-44.545725669179646,37.09183359039681,-25.264283537864685,0.0854683369398117,0.49349037
89,-21.159400438033476,1,0.12346781004896037,4.840215549654647,0.0004357914,0.048553966,-44.37742131096976,31.38503932540438,-25.56664754663195,0.08267867565155029,0.49777338
90,-21.152841373067325,1,0.1522833584545036,4.8784264875306524,0.00047099538,0.048079737,-44.19705174650465,31.54544127765777,-25.940521461623057,0.07997722178697586,0.4999981
91,-23.000523417008758,1,0.17362064632484311,4.8845297953534725,0.0005682462,0.048577674,-44.524516344070435,28.139315812316323,-26.210813454219274,0.07736824452877045,0.5
92,-27.24186821196229,1,0.14045164580495023,4.830581556809839,0.0006826786,0.048479117,-44.04532097067152,45.501779538313194,-26.566295504570007,0.0748443529009819,0.5
93,-25.974686436450995,1,0.1750674016442178,4.908720896894233,0.00068420277,0.048849676,-43.860053522246226,37.757219677791,-26.975948248590743,0.07239726185798645,0.5
94,-24.687597316879007,1,0.1734325477213259,4.909375034539508,0.000631723,0.049016923,-43.935124788965496,33.763945052932414,-27.23686523096902,0.07003649324178696,0.4999997
95,-25.884110599484263,1,0.17872732829853413,4.8214989752677075,0.0006721222,0.045761168,-43.976205945014954,28.680409263553365,-27.661743913378036,0.06774567812681198,0.5
96,-26.310658429881475,1,0.17445942078118368,4.908446499722496,0.00067888416,0.04780003,-43.88591742515564,24.495875430426427,-27.97407160486494,0.06553183495998383,0.5
97,-30.061293748327806,1,0.1814823062614345,4.9161131133660065,0.00087115966,0.039559156,-44.04340352330889,17.386381858560657,-28.270337871142797,0.06339455395936966,0.5
98,-26.046819371038037,1,0.1688712681080742,4.8710202773162194,0.00067822105,0.048335098,-43.693268230983186,31.377416300321265,-28.637307388441904,0.061324961483478546,0.5
99,-23.79829332041331,1,0.17396771037969433,4.884387778721227,0.0005985759,0.048866812,-44.05445190838405,15.383325835955995,-28.964230622564042,0.05932297930121422,0.5
