episode,reward,success,avg_damping_ratio,avg_oscillation_freq,freq_deviation,voltage_deviation,actor_loss,critic_loss,action_magnitude
0,-5.309410582404993,1,0.11866043707120921,4.754943965091471,0.0001904075761558488,0.04641284793615341,0.0,0.0,0.04960141511514787
1,-2.7938126805630032,1,0.12066265937653199,4.753325123387727,8.443529804935679e-05,0.047077376395463943,0.0,0.0,0.05410029447572958
2,-2.446164024036132,1,0.11250678609176361,4.7673756318213965,6.343211134662852e-05,0.04723703861236572,0.0,0.0,0.05077045818266833
3,-80.0,0,0.05473236037103851,3.3943083173423605,0.00011181831359863281,0.19888944923877716,0.0,0.0,0.04938537323263008
4,-3.1067159830768367,1,0.11953273245306677,4.804519227802818,0.00010116451448993757,0.04695126414299011,0.0,0.0,0.05159994152429235
5,-3.024818073675906,1,0.11955282379724272,4.7857973569156815,9.450902143726125e-05,0.047069985419511795,0.0,0.0,0.053500296587085695
6,-2.6273425916048243,1,0.11560164299636154,4.800934771096213,6.750757893314585e-05,0.0483548641204834,0.0,0.0,0.05079453584993691
7,-1.6899191299077525,1,0.11108699657924591,4.798469809752033,2.9478755095624365e-05,0.047063399106264114,0.0,0.0,0.049953178603085666
8,-2.073942901609179,1,0.11518537388003729,4.832308087973237,4.772469401359558e-05,0.0462249219417572,0.0,0.0,0.055489337498753476
9,-2.9612815064175804,1,0.11851423319368706,4.810917840265314,9.453616075916216e-05,0.04689287394285202,0.0,0.0,0.04531725394273663
10,-5.941181197734927,1,0.11756273961658194,4.773438447151979,0.00020707825024146587,0.046188972890377045,0.4458707869052887,1.3538685744290258,0.08183073906586957
11,-7.4559302792650275,1,0.11366721738241392,4.775555106128274,0.0002017053047893569,0.043389689177274704,0.42488021297114237,1.3139878382311767,0.21686080497567728
12,-16.858504583539844,1,0.12211939695383989,4.847949976336608,0.00044420361518859863,0.045515742152929306,0.3748963900974819,0.8795859259262215,0.3958538056490032
13,-31.929719932140742,1,0.12199263667634803,4.84338477240211,0.0008180971490219235,0.04455891624093056,0.3596529151712145,1.2232536736368533,0.6054926315310413
14,-80.0,0,0.060136686992466944,3.3915026415784553,0.00011613965034484863,0.19894754886627197,0.0,1.4123679548501968,0.7023734964818968
15,-80.0,0,0.07991066703871433,4.818343455314877,0.0007793903350830078,0.2563796043395996,0.9069169759750366,1.4160152673721313,0.6976932658529589
16,-42.50445123136397,1,0.1262310413664515,4.816846362926433,0.0009699240326881409,0.04344796761870384,0.5590479714529855,2.921518338578088,0.7765960661785979
17,-80.0,0,0.44548200478377536,3.3612694712884044,0.00012040138244628906,0.02564966306090355,0.0,2.573266237974167,0.818037551781796
18,-80.0,0,0.031642100430526766,3.644476763491673,0.0003096163272857666,0.22260326147079468,1.4513075351715088,7.402231752872467,0.806381669598606
19,-40.59864387391909,1,0.12269978874061187,4.844056968133598,0.0008093395153991878,0.04291422292590141,0.8942705903734479,3.425559111006026,0.8033210336123283
20,-24.540688571590362,1,0.12017925951909862,4.6968671535060675,0.0003488106303848326,0.04233932867646217,1.0667801925114222,3.4742686886872565,0.6908923658939276
21,-14.596556828000098,1,0.12003296934514782,4.836119086742991,0.0001230261113960296,0.043032605201005936,1.0007955474512917,2.8721683509647846,0.588497590910938
22,-80.0,0,0.44548198774426434,3.361269477821817,0.00012436509132385254,0.025647303089499474,0.0,2.2038507163524628,0.5292151951099415
23,-11.489278534762665,1,0.12076690949764453,4.757425994999939,0.00012978272570762783,0.041722144931554794,0.8776545311723437,3.7682653066835234,0.4887369229111446
24,-80.0,0,0.44548413331411574,3.36126865514707,4.105269908905029e-05,0.044685084372758865,1.0959128141403198,3.8747010231018066,0.4380332377292494
25,-20.569970098052693,1,0.12339689752230122,4.789028311201045,0.0005521119455806911,0.044028181582689285,0.6186770067683288,4.228412368467876,0.44794086431874686
26,-27.901914482961693,1,0.12412234998264372,4.816556156031774,0.0008096449892036617,0.044889528304338455,0.19632806735379355,3.3785300105810165,0.4908686402955872
27,-34.663781170786336,1,0.12882506165633,4.8493347667476625,0.0009880188154056668,0.04582468792796135,-0.13339515509349958,3.073555219386305,0.5504246936228635
28,-80.0,0,0.445481956484682,3.3612694898075786,0.00013433396816253662,0.025652388110756874,0.0,4.164932936429977,0.5654534342375417
29,-43.37051251117575,1,0.12505081664060297,4.845627770076086,0.0011680525494739413,0.04666078835725784,-0.31252760493329595,3.8462871855923106,0.6075364737891291
30,-53.738248602339084,1,0.1284866783715306,4.767987238020829,0.001307730213738978,0.04768647626042366,-0.5892504006624222,3.2117190923807875,0.7622182958117302
31,-59.99761558580876,1,0.12625902306091602,4.790729873387997,0.0012602688511833549,0.04876488447189331,-0.6697318702936172,3.873978373727628,0.9008368861721391
32,-83.34491544289581,0,0.09265736523688466,4.822896389610465,0.0004273603262845427,0.10070577263832092,-0.87077530225118,4.414010971784592,0.9398528233747468
33,-121.62232212406602,0,0.12318157799225975,4.8479061600701305,0.0014007107820361853,0.06414975225925446,-0.6796508729457855,3.8454301510420112,0.9601582024070893
34,-118.98238249888209,0,0.12654327333546775,4.852269719317213,0.0013549047289416194,0.0620819628238678,-0.39712607860565186,4.56974447650068,0.9794698703067717
35,-119.28053273474453,0,0.13185364242856001,4.85841563101215,0.0013719508424401283,0.06260388344526291,-0.7117329397622276,5.812824978547938,0.9855118972240748
36,-119.29699285832194,0,0.12628218319173823,4.790769658530697,0.001376822590827942,0.06099996715784073,-0.6362807855886572,4.505979033954003,0.9857631374794842
